customer_id,first_name,last_name,email,phone,city,state,zip_code,loyalty_tier,loyalty_points,joined_date,is_active,acquisition_channel,referral_code,marketing_opt_in,account_status_code,last_login_at,preferred_contact_method
CUST-9416f370-00fd-4242-b78a-91f90d5b8cf2,Lisa,Moody,randybrooks@example.net,655-285-1107x4496,West Nicholasfort,AL,74028,bronze,4692,2023-09-10,True,organic,,True,A001,2026-04-08T10:43:13.080226Z,phone
CUST-7711cdbc-24e4-406e-8e38-ee37b9ed169d,David,Brown,derrickbentley@example.net,+1-977-400-1448x3015,Andersonchester,MD,52789,silver,11169,2022-07-31,True,organic,,True,A001,2026-02-18T12:10:14.289745Z,sms
CUST-7e716bdd-7b6b-44fc-973d-bec97733a4a8,William,Mclaughlin,hyoung@example.net,+1-247-923-2643x10001,Port Mikayla,MI,69194,silver,8905,2024-05-05,True,social,,True,D003,2026-03-01T20:57:44.148494Z,sms
CUST-e25656f4-6f9a-43cc-8dbb-192ad2e15263,Stacey,Davidson,malikhenderson@example.com,570-879-0255x679,East Nancy,AS,48201,bronze,8700,2023-01-14,True,paid_search,,False,A001,2026-03-02T09:50:47.100458Z,phone
CUST-b6c6f714-27f0-467d-a6af-c44f4ea8e715,Ronnie,Jones,tonywatson@example.com,+1-879-480-5669,East Colleen,SC,27521,bronze,1514,2024-10-10,True,organic,REF-2250,False,S002,2026-04-19T23:19:09.708464Z,sms
CUST-f0daff15-5c4a-41c0-a16f-f877f2118d88,April,Myers,doughertyphillip@example.net,647-501-2523x001,Karenland,NC,93237,silver,10545,2021-08-23,False,paid_search,REF-3664,True,D003,2026-04-17T00:01:32.731093Z,sms
CUST-1eaad9ab-69d8-4456-aa5d-490258cf4649,Joshua,Davidson,eric70@example.net,001-232-605-4146x09089,West Robert,NH,81108,bronze,1935,2021-06-05,True,social,REF-7916,False,S002,2026-03-30T20:39:50.969186Z,sms
CUST-b1841d0d-0d34-498f-b878-3359d05d395b,Daniel,Villegas,james92@example.org,718-594-1740x177,West Frankside,AZ,85802,bronze,11876,2022-12-09,True,paid_search,REF-9993,True,A001,2026-03-01T16:33:07.722937Z,email
CUST-17b7463f-aa2d-409f-948e-f2def3069dc4,Christopher,Vargas,bbryant@example.com,993.418.3356x16254,South Michaelmouth,AR,30405,bronze,11289,2025-07-28,True,social,,True,D003,2026-04-16T20:25:50.957376Z,phone
CUST-a6b898dd-cb0f-4326-a632-2ebea59b46b2,Raymond,Carlson,mflowers@example.net,001-945-435-1185x804,Lake Savannah,NC,86245,bronze,4081,2023-08-14,True,paid_search,,False,A001,2026-03-09T13:22:14.698252Z,phone
CUST-7973d268-0cf6-45d6-8f3f-968a88de0452,Darius,Schmidt,ewingsarah@example.com,372.625.4932,South Thomasborough,TN,20907,bronze,4508,2026-03-28,True,paid_search,,True,D003,2026-04-12T00:04:13.562403Z,sms
CUST-52299e67-a4a7-4b6f-a3ab-937f081b2f58,Michael,Lopez,albert99@example.com,646-784-7032,Carlsonstad,VI,45587,gold,3561,2024-12-01,True,social,,False,S002,2026-03-09T20:18:38.324405Z,sms
CUST-9ac61fce-76d7-4145-8f59-588ffc665847,Melissa,Ross,sydney00@example.net,8856432465,Normanburgh,TX,52731,bronze,7763,2023-04-28,True,email_campaign,,True,A001,2026-03-08T01:29:00.674180Z,email
CUST-c3066265-fda7-4904-becc-3d41285a0a88,Ryan,Bowen,maryrichard@example.net,+1-967-803-8458x80718,Ballton,UT,50082,bronze,11785,2025-06-01,True,social,,True,S002,2026-03-18T09:56:31.253009Z,sms
CUST-12161f6b-b485-4df4-b7ac-96e9b6e56f08,Michael,West,starkandrea@example.net,(681)200-3425x7482,Morganfurt,ND,49329,bronze,5002,2022-09-26,True,email_campaign,,True,A001,2026-04-22T08:54:12.803691Z,phone
CUST-933a4122-dea4-4f20-8217-e61d1babd262,Donna,Tanner,phillipscourtney@example.net,(352)831-7941x2818,Tannerton,IL,40756,silver,8165,2023-11-21,True,referral,REF-6983,True,A001,2026-03-08T13:13:28.166950Z,phone
CUST-84ba20f1-c4fd-4dea-a7fd-8ccbbc9fc469,Kimberly,Cook,frankchelsey@example.com,(531)201-3349x78876,New Alexis,DE,51080,gold,5609,2021-10-12,True,referral,REF-5640,True,A001,2026-03-15T06:50:35.349671Z,phone
CUST-1f44fe73-00e5-44d8-b2d4-56459e666d49,Wesley,Schwartz,matthew07@example.net,(205)695-4178,West Charles,OR,81615,bronze,6869,2021-04-30,True,paid_search,,False,A001,2026-02-19T11:22:53.717578Z,sms
CUST-23936aed-7847-41a2-b606-42ce8f466bc6,Elizabeth,West,dcontreras@example.org,+1-859-758-6680x1829,Kennethville,ID,72413,platinum,2984,2023-10-11,True,paid_search,,True,A001,2026-02-26T14:46:04.797595Z,phone
CUST-d1880218-8cb0-452c-975d-aea24ec8d56d,David,Davis,jessica73@example.com,226.208.0332,West Christine,AS,69419,silver,1577,2021-08-05,True,referral,,True,S002,2026-02-10T00:43:29.504628Z,email
CUST-aa9550ed-ebd6-4792-b9a3-f6da11848699,Barbara,Delacruz,parsonsderek@example.com,+1-487-952-9584,South Jaime,VA,89129,platinum,6751,2025-11-07,True,referral,REF-5096,True,A001,2026-03-18T05:44:41.942267Z,email
CUST-861cf80c-66f3-433b-8698-c6fc41ed5894,Peter,Lawson,jenniferwilkins@example.org,(903)766-0258x059,New Michellebury,WY,52271,bronze,5196,2021-07-13,True,email_campaign,,True,S002,2026-04-11T21:46:23.346516Z,sms
CUST-93196a74-4cbe-4765-a502-3c7134eb4be3,Brian,Harris,deborah81@example.net,775.936.0409x6171,Wadebury,CO,77555,silver,9995,2024-08-10,False,organic,,False,A001,2026-04-17T21:29:49.022647Z,email
CUST-faca18a4-8aaa-4c79-ab71-0a236bf876b8,Tammy,Sanchez,randy29@example.org,668-585-7230,Jessicaborough,WI,35056,bronze,5380,2023-02-14,False,social,,False,A001,2026-02-05T14:37:11.854983Z,phone
CUST-a1679510-19f8-42b3-8f23-02ca52e1022b,James,Carter,christopher35@example.net,(661)899-0885x9792,Luketown,CO,21347,silver,428,2023-01-01,True,email_campaign,,True,A001,2026-04-28T04:10:45.789044Z,phone
CUST-afcc2aba-7197-4789-9d0d-726d0c65822a,Rachel,Fitzpatrick,robert79@example.org,957.596.3039x2225,Vincentside,IN,16637,gold,4161,2022-12-31,True,organic,,False,S002,2026-03-27T23:44:44.046618Z,email
CUST-80d4715c-d300-421f-b17a-b14054e57b01,Allison,White,whiteamber@example.net,593-473-8194x752,Williamsland,NV,26735,silver,10131,2022-11-24,True,organic,,True,A001,2026-03-20T23:09:16.931438Z,email
CUST-5ed32bb8-9e73-4cef-89fe-b387a37bf26c,Daniel,Cruz,icastro@example.com,+1-948-685-4720x5730,Montesmouth,CO,89354,silver,8672,2024-06-23,True,social,REF-3867,True,A001,2026-02-04T04:16:46.568590Z,sms
CUST-f51d7ad8-e9fe-4840-b082-396ec671772e,Scott,Morgan,kevin17@example.org,+1-359-346-2878x44632,Garrettbury,TN,60106,bronze,11566,2022-03-11,True,email_campaign,,True,A001,2026-02-23T13:57:16.032851Z,sms
CUST-07c732fe-8047-4296-8129-169ab5592ffb,Michelle,Frazier,jennifer47@example.com,(899)623-6923x7696,South Victor,MN,08132,bronze,953,2025-02-01,False,social,,True,D003,2026-04-23T09:04:38.686995Z,sms
CUST-21bbc0ab-9040-419c-ba82-b3fe9f93f485,Jennifer,Pineda,christian55@example.net,(485)912-3652,Thomaschester,MS,24818,platinum,6823,2022-06-04,True,social,,True,S002,2026-02-16T13:48:15.563559Z,sms
CUST-1eada845-0192-494a-83c8-bb4d3fb2338a,Jack,Torres,catherinesummers@example.net,595-643-7082,Port Williamchester,TN,85414,gold,5386,2023-06-16,True,paid_search,REF-3912,True,S002,2026-02-01T07:25:07.468147Z,email
CUST-a4a93cc9-5dcc-4653-a1cf-7265cc40c6d4,Steven,Perez,bruce04@example.org,629.272.8820,North Josephstad,WY,54031,bronze,6768,2023-01-27,True,email_campaign,REF-0416,False,A001,2026-04-20T03:38:19.297219Z,phone
CUST-2581a8b3-3a66-4c24-b3a5-a974ecf2bea0,Donald,Mills,glenn64@example.net,(706)550-2525x511,Berryfort,WV,02048,silver,11633,2021-12-01,True,organic,REF-9136,False,S002,2026-04-15T23:35:39.937252Z,sms
CUST-936039fb-2453-4748-886b-4b224c3d5ea5,Loretta,Simpson,rivasdavid@example.com,(718)833-4007,Lake Hannah,OK,74682,silver,3824,2024-05-04,False,paid_search,,False,D003,2026-03-21T09:09:16.311358Z,email
CUST-2cf18d62-59e3-432e-8a10-ef26dd824780,Ethan,Scott,normanjill@example.net,001-389-491-2646x05104,North Jodi,VI,88740,bronze,8933,2023-11-12,True,social,,True,A001,2026-04-27T01:27:45.625791Z,phone
CUST-dc7d4af0-d9b1-4feb-942e-aee564826152,Jimmy,White,michelleknight@example.com,394-711-9968x00097,New Amandatown,MT,91736,bronze,7070,2026-01-22,True,social,,False,A001,2026-04-08T04:59:55.207301Z,phone
CUST-0a7c7787-0605-499f-bfdd-d9496cfb0cae,Calvin,Rasmussen,maxalexander@example.com,845-206-6652,Port Josebury,SC,62618,bronze,11968,2023-01-03,True,social,,False,A001,2026-02-08T08:17:07.048521Z,sms
CUST-4d07edac-ecd3-4de8-97fa-102e0abf59fe,Larry,Mcpherson,zstevenson@example.net,+1-645-693-7582,Port Bryan,KS,79647,silver,1466,2023-01-07,True,email_campaign,REF-9799,True,S002,2026-02-17T00:12:51.392931Z,phone
CUST-c57abc47-611f-42ba-bcd1-2a1c382e83b1,Steven,George,ifinley@example.org,(976)295-7019x871,Danielchester,AK,82184,bronze,9844,2026-02-20,True,social,,False,S002,2026-03-04T19:02:43.789508Z,sms
CUST-8378eeb5-8936-4ec5-be69-38eacb960ed8,Rhonda,Johnson,nicholas98@example.com,(965)287-3753,West Matthew,FM,05015,gold,1852,2023-08-05,True,paid_search,,False,S002,2026-02-08T07:02:49.645020Z,email
CUST-faa49d76-ce93-45fb-aa39-cc48545d6c7e,Kelsey,Potter,gabrielgalvan@example.net,939-956-2429,Audreychester,WA,99115,silver,1132,2024-10-16,True,paid_search,REF-5717,True,A001,2026-04-02T22:11:07.304652Z,phone
CUST-2958bb96-2e18-4b03-9e3d-b895b78febf8,Tiffany,Campos,jasmine31@example.com,671-590-4770,West Christophermouth,TX,99949,bronze,4524,2024-10-25,True,social,,True,S002,2026-03-29T01:22:28.333675Z,email
CUST-9f3b9f1d-7092-4346-aed8-97cbe1ba5664,Brandon,Dunn,qfowler@example.net,+1-969-814-4006x2895,Hintonland,MN,91863,silver,1695,2023-08-12,True,referral,,False,D003,2026-02-01T05:15:37.534255Z,phone
CUST-772a0392-8345-465c-b27a-0de7c820ca76,Angela,Wilson,danielpeterson@example.com,(595)349-2082x730,Martinezland,CA,97647,bronze,6302,2026-02-10,True,social,REF-0367,True,A001,2026-04-17T09:27:19.388846Z,email
CUST-329ca920-6cf1-4775-96fe-fd173758a1c6,Martha,Cox,carriesimpson@example.com,(992)328-9392,Masseybury,SD,28629,bronze,9059,2022-06-05,True,email_campaign,,True,S002,2026-04-03T13:26:23.308931Z,email
CUST-7a3b9979-416a-442a-94e7-9e5ec2bf5ce4,Laura,Anderson,astewart@example.net,001-693-738-2578x1663,New Nicoleland,UT,54561,bronze,18,2022-09-12,False,referral,,True,S002,2026-03-09T18:39:14.786572Z,sms
CUST-dba27c6f-61aa-415c-afcb-a8a2aec38fe5,Danielle,Thompson,boothrobert@example.com,640.772.9183x964,Hansenbury,MO,91426,gold,3108,2021-07-30,True,referral,,True,S002,2026-04-05T18:22:23.443807Z,phone
CUST-cd058ce3-2fd7-4304-9cbe-c02167022241,Ryan,Chaney,andersenrobert@example.net,001-846-952-4662x54972,Lake Lorimouth,KS,83352,gold,5883,2023-12-30,True,referral,,True,A001,2026-04-25T06:01:19.393004Z,phone
CUST-adce82c1-30f4-462c-831f-8b408bff62c2,Carl,Campos,traci67@example.org,225.651.6222,Pambury,MA,79015,bronze,5442,2023-06-29,True,referral,,False,A001,2026-02-03T22:43:58.142744Z,email
CUST-f9637dab-fc74-4246-9735-4444692940a7,Robert,Hampton,joseph47@example.org,656.337.7073,East Patrick,VI,42049,bronze,1583,2023-04-18,True,social,REF-2708,True,D003,2026-03-29T10:36:37.743820Z,sms
CUST-6c1bf483-8134-4d1d-a23d-756bd44dc656,Timothy,Perez,kleinangela@example.net,+1-638-923-4484x0352,West John,VI,80826,bronze,10256,2025-06-28,True,social,,True,S002,2026-04-03T13:58:14.793777Z,sms
CUST-0a6adc09-4545-4511-8dce-b536e9b26fb5,Amanda,Jones,laura64@example.org,779-518-5670x43497,Port Kevinmouth,MP,22715,bronze,7219,2022-07-05,False,referral,,True,A001,2026-04-14T15:36:07.195037Z,email
CUST-b7aba901-781f-4c3b-96f1-3a28fce79ecb,Laura,Cruz,nguyenjustin@example.org,001-859-809-7734x22768,East Robertton,OK,29026,silver,4538,2021-12-09,True,social,,True,D003,2026-03-24T00:28:35.791080Z,sms
CUST-29bcfb5b-bc94-4bce-9da6-17799501f0e6,Joseph,Cole,tammy29@example.net,263-735-9904x7150,Hernandezville,OK,18846,gold,5171,2026-03-12,True,referral,,True,A001,2026-04-06T18:11:56.392323Z,sms
CUST-952f43c1-f30a-4238-98fb-4101a240e5b0,Jeffrey,Boone,lindseygarcia@example.net,(775)404-9047,Hammondton,VA,99455,silver,8663,2022-11-07,True,email_campaign,,True,A001,2026-03-02T21:41:08.320199Z,sms
CUST-3ab2d938-1660-48bb-b36d-9a62489fc996,Colin,Soto,eric48@example.com,919.380.4149,Glennshire,MN,26918,gold,3219,2024-12-01,True,paid_search,,False,A001,2026-03-03T19:51:09.992254Z,email
CUST-98ad6f33-6aec-470f-93ca-294f4af033fe,Michael,Jacobs,wilsonsteven@example.com,+1-815-281-2149,Phillipschester,GA,63572,bronze,8172,2024-03-15,True,referral,,True,A001,2026-04-25T02:20:17.424342Z,phone
CUST-241b3c30-f0ed-46a9-b54b-a82d341fa8a1,Christopher,Brennan,volson@example.com,327-635-6020x6478,Clarkstad,MO,56098,silver,6064,2021-06-16,False,social,,True,A001,2026-02-23T19:24:49.634376Z,sms
CUST-38714eb8-23a8-492c-b425-a046271bf43d,Shawn,Garcia,zbenton@example.net,(490)994-4456,West Sean,FM,87658,silver,2535,2021-12-19,True,organic,,False,S002,2026-02-12T23:41:25.222852Z,phone
CUST-9f15a57e-1c6d-41c1-855e-2e314eb711db,Lauren,Greene,jenny04@example.org,750.201.9544,Port Josephchester,UT,11410,bronze,11012,2024-03-14,True,email_campaign,,True,D003,2026-02-09T07:43:20.041739Z,sms
CUST-93399d9b-d19a-4e44-8500-64feff8a26d4,Dawn,Johnson,uturner@example.com,675-946-2111x1558,Hodgestown,ND,55279,bronze,8706,2023-04-18,True,referral,,True,A001,2026-02-16T18:11:29.032673Z,email
CUST-87009dc4-c4c5-4bce-994c-ff1e31af4a35,Alyssa,Turner,jamesdodson@example.org,001-887-973-8463,New Jacob,WY,47377,silver,1832,2024-12-05,True,email_campaign,REF-1111,False,S002,2026-03-05T05:09:15.617939Z,phone
CUST-91c5571c-0e5a-46f6-b21a-7c66489301f3,Daniel,Horton,ambercastaneda@example.com,976-433-9104x6172,Keithside,MN,12861,bronze,10276,2025-03-28,True,social,,True,A001,2026-03-10T10:39:13.018144Z,phone
CUST-8034387e-2994-4a23-b3fc-91c104f0722d,Ryan,Baker,scottgloria@example.com,+1-969-976-1422x670,New Jennifer,FM,94382,bronze,8980,2022-02-27,True,referral,,False,D003,2026-03-14T19:15:33.908792Z,phone
CUST-eef3f048-9ee1-4937-9e05-a04ecd65ad2f,John,Lowery,anna17@example.com,508.680.8898x472,Nicolemouth,VI,02497,bronze,1634,2021-09-14,True,social,REF-8375,True,D003,2026-04-04T05:58:25.789244Z,email
CUST-bc9df1b2-da23-4a9b-99bb-9876594025e7,Ernest,Hernandez,thomasjames@example.org,953-219-8076x4255,South James,HI,52478,bronze,7518,2021-11-16,True,organic,REF-1454,True,S002,2026-04-08T17:09:49.537105Z,email
CUST-07b116d7-4c0a-44c6-a76d-b77f683927ac,Michaela,Cantu,apierce@example.com,629-554-4127,Andersonfort,LA,46738,bronze,5183,2024-04-05,True,referral,,False,D003,2026-03-31T16:23:59.097757Z,email
CUST-4fe17579-b121-4708-b6d8-3428f47e4831,Michael,Montoya,turnerandrea@example.net,(831)434-7333x384,New Drew,GA,38362,gold,3875,2025-12-22,True,paid_search,,True,A001,2026-02-23T14:51:06.600459Z,sms
CUST-af478300-f6da-46cb-96b6-92e7a44a102e,Vicki,Clements,ukline@example.org,001-598-698-8879,Port Christophermouth,SD,95162,bronze,914,2024-09-25,True,referral,,True,S002,2026-03-24T20:35:58.171189Z,phone
CUST-e61a6264-bb91-4eb8-a34c-191179bb2ae6,Jason,Hernandez,andrea54@example.org,334-292-1187,Hayesstad,FL,42730,bronze,6669,2021-05-16,True,social,,True,A001,2026-04-24T08:44:58.998147Z,phone
CUST-1e19c6a4-b13f-4229-bee1-2f9ba8d6becc,Victoria,Porter,gstone@example.net,241.976.5599x5535,Tammymouth,PA,42008,silver,10487,2025-02-12,True,organic,REF-0264,False,A001,2026-02-10T07:22:49.325672Z,sms
CUST-5ea69724-9030-4c08-9e35-8727b7f98ce1,Veronica,Matthews,derrick43@example.net,503-853-2396,Lake Robertfurt,ND,73009,gold,7686,2021-11-07,True,paid_search,REF-1456,True,A001,2026-04-06T12:54:22.916051Z,sms
CUST-0694a112-4d4b-4c93-b1e3-d8643dac76a3,Jon,Steele,ashleyrobinson@example.com,7559125065,Lake Zacharystad,RI,08838,silver,7990,2023-09-19,True,organic,,True,A001,2026-03-08T18:56:55.141164Z,phone
CUST-00fa4e8a-1b98-4fc5-944e-6929ee0ab9a0,Gabriel,Hammond,richard78@example.org,001-981-531-6176x1899,Williamstad,MS,88664,bronze,6181,2023-07-22,True,paid_search,,True,A001,2026-03-22T14:36:55.130647Z,phone
CUST-e9f23a57-e516-4138-9d70-12e4055d33e3,Robert,Martin,ryan21@example.net,(647)287-6447x01055,South Thomasberg,LA,75017,platinum,10183,2025-03-06,True,email_campaign,,True,S002,2026-04-11T18:12:44.752998Z,phone
CUST-d5c74842-9015-4cfc-87ba-0b9192beec96,Kayla,Hill,tamaraklein@example.com,001-532-877-0713x286,Marshallmouth,LA,90989,bronze,5185,2022-05-18,True,referral,,True,S002,2026-03-27T19:08:11.255723Z,email
CUST-1ffa5810-502e-45da-99d0-021d11cc9817,James,Neal,dillon24@example.com,701.453.4277x62617,Rickyside,FM,79263,silver,2642,2023-01-17,True,organic,,True,D003,2026-04-11T15:45:47.945684Z,email
CUST-e2fbc33e-b010-4463-a082-4e7218a30065,Eric,Delgado,bishopjohn@example.net,2103710519,Michelleburgh,NE,14686,silver,5874,2025-02-12,True,organic,,True,A001,2026-04-19T15:06:51.781910Z,email
CUST-4c9edf2f-af32-4ee7-82d0-b4da6c862589,Linda,Robbins,humphreychristopher@example.net,424.626.7432x5220,Robinsonside,ID,57661,bronze,7585,2021-08-08,True,referral,,False,A001,2026-03-06T09:53:00.568295Z,email
CUST-9f794a6f-9d3a-419f-b8f9-5e477326b993,Jason,Anderson,erica61@example.net,001-287-957-3440,Cooperfort,FM,98150,bronze,936,2022-01-15,True,social,,True,S002,2026-03-10T05:30:33.397651Z,phone
CUST-4755584b-e3d8-434b-8b9a-992fad5024f4,David,Green,abbottjames@example.net,001-587-388-8980x02823,South Johnchester,VA,12567,silver,11421,2022-08-06,True,email_campaign,,True,A001,2026-04-11T03:14:43.858767Z,phone
CUST-57a1286b-915f-486c-85de-7169e04baa44,Ashley,Moore,danielchurch@example.com,7169129130,Baileymouth,PR,30020,bronze,2910,2023-06-20,True,referral,,False,S002,2026-03-29T21:45:34.974159Z,sms
CUST-545a0f69-8eb0-4307-b8f1-4ccb72f6870c,Nicole,Maynard,zperry@example.com,918-253-0737x458,West Tyler,MA,81179,bronze,7565,2023-08-22,True,organic,REF-4012,True,S002,2026-03-20T23:36:04.369281Z,sms
CUST-80aa025a-154b-481e-ba61-c360c1959815,Lance,Foster,wilsondavid@example.net,001-863-241-5705x57110,Spearsfort,AK,25864,bronze,2097,2023-01-23,True,organic,REF-3939,True,A001,2026-04-16T13:35:40.834308Z,sms
CUST-f3220104-8637-454f-b277-025a741acf5e,Sheila,Hall,ladkins@example.com,743-362-1365,New Daniellemouth,MN,74559,bronze,11122,2025-11-25,True,organic,,True,D003,2026-04-13T16:36:20.757131Z,email
CUST-e98366a8-dbaf-4bdb-bd37-de15ef49f102,Diane,Ellison,hstanley@example.net,001-622-911-0154,Lake Daniel,CO,29054,silver,10044,2024-03-18,True,social,,True,A001,2026-04-01T23:53:42.633556Z,phone
CUST-137fb059-183f-4606-bec5-e760d29a008c,Scott,Myers,angela51@example.net,(929)299-2402x350,New Andrew,ME,01704,bronze,6318,2023-01-17,True,organic,,False,S002,2026-01-28T16:53:05.080564Z,phone
CUST-2bca6f68-0db4-4e01-92ea-88cb6b7ffe50,Matthew,Brooks,walkerhannah@example.net,001-490-308-4001x282,Port Chelsea,DC,96971,bronze,9529,2023-09-28,True,referral,,True,A001,2026-03-12T10:09:35.810401Z,email
CUST-6990642f-5770-4413-aa14-52d6a20437c9,Christopher,Morrison,mason30@example.org,001-965-272-4315x107,Garnermouth,AR,73557,silver,8718,2021-07-13,True,social,,True,A001,2026-02-04T19:58:36.689286Z,sms
