order_id,customer_id,email_snapshot,order_date,status,payment_method,declared_total,currency,source_system,ingested_at,billing_address,shipping_address,promo_code,session_id,ip_address,raw_status_code,user_agent,delivery_window,gift_message
ORD-5099a023-23c3-40a5-b13d-669c70723723,CUST-fa5e2eeb-8dad-4fa4-af37-6bded5e472f9,jacob62@example.net,2024-09-24,shipped,debit_card,228.2,USD,mobile_ios,2026-04-28T11:21:34.548759Z,"22240 Stewart Summit Suite 891, New Christopherhaven, TN 54553","66764 Jonathan Trail Suite 325, South Bruceberg, CT 37884",,f2a998b4-5fb6-45b7-8e03-311d1ae9a8b0,203.231.141.200,ORD_002,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),3-5 days,False
ORD-a7523990-ece7-4a03-bf4c-bfde4ed6c662,CUST-e801d98b-7104-4d40-95f2-fcf8ee3f4598,hguerra@example.net,2025-01-04,pending,gift_card,2493.76,USD,pos,2026-04-28T11:21:34.549028Z,"56862 Pittman Vista Apt. 851, North Travisborough, NJ 27952","989 Maria Islands, North Marybury, WY 19318",,e6a05a0e-9bb8-4745-b485-5cdc2cb9fb57,118.219.37.122,ORD_002,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:5.0; byn-ER) AppleWebKit/534.20.6 (KHTML, like Gecko) Version/5.0.4 Safari/534.20.6",3-5 days,True
ORD-2a0bc7ea-8b6f-4855-b2ec-8ab06c827bef,CUST-204abc48-9328-41aa-9a6a-7a68f305035f,scott68@example.org,2026-02-16,delivered,credit_card,223.21,USD,mobile_ios,2026-04-28T11:21:34.549282Z,"10761 Judy Avenue Suite 287, East Alicia, WV 88750","7980 Tiffany Centers Suite 314, Ryanfurt, VT 91582",,8130fc03-9c20-4baf-8d3f-3c9e7a75d477,106.231.141.162,ORD_004,Mozilla/5.0 (Android 4.2.1; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,2-3 days,False
ORD-a180be78-f23e-4fa6-8e2b-d07ac50d492d,CUST-c420451e-f426-41fc-922e-9b027fccc22a,tammyguzman@example.org,2024-08-06,cancelled,paypal,239.57,USD,pos,2026-04-28T11:21:34.549565Z,"924 James Turnpike Apt. 614, East Kristin, MI 58188","067 Ryan Trace Suite 005, South Lisa, CA 67186",,1e276870-891e-4821-906d-101775ed7cd4,42.226.194.115,ORD_004,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.1.3 (KHTML, like Gecko) Version/4.0.3 Safari/531.1.3",2-3 days,False
ORD-ee2817b8-b26d-4b42-8b03-3fae7f920a29,CUST-7973d268-0cf6-45d6-8f3f-968a88de0452,ewingsarah@example.com,2025-04-21,delivered,bank_transfer,252.15,USD,pos,2026-04-28T11:21:34.549838Z,"54647 Erica Courts, East Traciville, SD 71383","5308 Stevens Plain, West Elizabethburgh, MT 88331",,0fabb461-caa2-44a5-b80f-4db15692fccf,189.18.92.108,ORD_002,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/39.0.870.0 Safari/532.0",5-7 days,False
ORD-f3402d48-40df-4ba8-b7d2-d844f1bdfcb8,CUST-40e49e0c-41db-4cc1-93b1-197e39859641,victoria60@example.org,2024-11-08,delivered,bank_transfer,887.25,USD,pos,2026-04-28T11:21:34.550100Z,"17612 Nicholas Divide Apt. 016, Melissatown, DC 93611","9089 Perez Via, West Paulfort, WA 98975",PROMO-4806,0f88af69-46ec-4857-b813-a40c33f22ea1,67.239.187.241,ORD_005,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.18.2 (KHTML, like Gecko) Version/4.0 Safari/534.18.2",1-2 days,False
ORD-39d03e31-1adb-4d6f-b78e-31959e7f4a89,CUST-f2bf37d2-878d-4a7d-aa8c-4c5791a3e4b5,smithbrittany@example.net,2025-03-24,delivered,debit_card,1526.06,USD,pos,2026-04-28T11:21:34.550368Z,"215 Jessica Ferry, North Ericfort, NJ 34052","USCGC Walters, FPO AP 94928",,fb0fcb69-fb9e-40ab-ab20-9fd3e31bf6c2,87.229.116.41,ORD_002,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),2-3 days,False
ORD-f2079f75-6692-433e-9330-ae526e484ecf,CUST-7f442055-fe9e-4369-985d-79eab3e58ebb,amy76@example.org,2025-01-26,delivered,bank_transfer,1590.21,USD,pos,2026-04-28T11:21:34.550707Z,"12454 Salinas Burgs Apt. 825, Tiffanymouth, DE 64319","109 Sherry Field Suite 588, Lake Cynthia, KS 29293",PROMO-1671,6ed80dd3-6149-4faa-b3cc-5601d9b0e82b,193.2.209.108,ORD_005,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/58.0.883.0 Safari/536.0",2-3 days,False
ORD-aa93568a-a69b-4580-9b46-45682feb5044,CUST-95e525c9-a74c-4bfb-923c-6b05276d7412,pjones@example.net,2024-07-02,cancelled,bank_transfer,239.15,USD,mobile_android,2026-04-28T11:21:34.551082Z,"37215 Long Center Suite 557, Kellyton, WV 64354","2451 Regina Spring, Adamston, LA 35937",,349e9641-e7aa-4f49-b2d2-7e46e455d01a,218.172.201.99,ORD_001,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:2.0; th-TH) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/4.0.5 Safari/531.4.2",2-3 days,False
ORD-1dfa5a38-a940-4092-89ca-3e3040ce474e,CUST-9bc2134a-343e-4fa3-8ba5-fa2dfe27b8bc,franciscogonzalez@example.org,2026-01-12,shipped,debit_card,659.08,USD,mobile_ios,2026-04-28T11:21:34.551407Z,"34048 Dillon Throughway Suite 316, Walkerstad, ME 43859","79411 Evans Plain Apt. 656, Mataton, AS 34833",,6de1b320-d018-4229-81db-effd5a258f93,57.145.163.113,ORD_002,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),3-5 days,False
ORD-fbbaea2c-b0dc-470b-a48a-a1c4c070f312,CUST-0b4e8ef8-9bea-4052-9800-4a9b14f196fa,pgarrison@example.net,2025-09-07,delivered,paypal,792.24,USD,pos,2026-04-28T11:21:34.551711Z,"5235 Mary Common, Lake Christopher, AS 65663","6350 Megan Mount, Jamesfurt, LA 07768",,45eab537-dc92-43d0-8315-594015bfd651,155.11.100.239,ORD_001,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/62.0.870.0 Mobile/53A505 Safari/533.1",5-7 days,False
ORD-e82c5eeb-5d59-466d-bdaa-ac8ebe7c9a68,CUST-508dc412-e20e-4637-8c1e-8def3c1a8011,louischan@example.org,2024-11-11,delivered,bank_transfer,1638.24,USD,pos,2026-04-28T11:21:34.551988Z,"USNS Ramirez, FPO AE 34881","41374 Garcia Causeway, Port Stephen, AZ 71851",,e937e760-9ca7-4201-9542-f6ae9cd29dcc,160.89.145.152,ORD_003,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/22.0.888.0 Mobile/10Z711 Safari/534.2",3-5 days,True
ORD-c4894780-0290-4293-bed1-e2c945a3c35f,CUST-6e083993-8be6-4cc9-847d-84aa7b4cdafb,stephanieturner@example.com,2025-12-17,delivered,gift_card,234.31,USD,mobile_ios,2026-04-28T11:21:34.552259Z,"0414 Alyssa Forge Apt. 387, Changborough, GU 96014","58032 Norris Extensions, East Danieltown, ME 77061",,4955a50b-aa07-4993-9738-41b17fee5385,4.109.172.32,ORD_005,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.43.4 (KHTML, like Gecko) Version/4.0.1 Safari/531.43.4",5-7 days,False
ORD-86b518ef-8e23-404e-a160-cf99cd0d23ee,CUST-06976dc8-d626-4f39-aacd-ebe88fce9a4f,michael24@example.net,2025-04-30,delivered,paypal,998.53,USD,web,2026-04-28T11:21:34.552543Z,"61334 Joshua Prairie Suite 057, Port Emilyside, OH 76675","9653 Taylor Valleys Suite 772, North Ernestshire, WY 63750",,b5c7534f-9853-4cb1-8a82-3be2aebef5c1,165.254.47.65,ORD_005,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),2-3 days,False
ORD-1bd36ba5-97b9-4f5d-894b-259bbaa09d06,CUST-ba6bf00f-1d1f-4a5b-829f-9df9b9d1af9c,travisyoung@example.net,2025-11-12,delivered,paypal,141.44,USD,pos,2026-04-28T11:21:34.552818Z,"11887 Hood Burg, Port Katelynhaven, MT 41482","3804 Amanda Ports, Hollyland, NH 84434",,b3f21f29-167e-4d9b-bb29-5887d879ac38,143.161.23.66,ORD_002,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:4.0; de-BE) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/4.0 Safari/534.21.1",1-2 days,False
ORD-d47a22fb-b159-4634-a1a0-9e845a0fd685,CUST-95e525c9-a74c-4bfb-923c-6b05276d7412,pjones@example.net,2025-07-05,delivered,debit_card,300.65,USD,pos,2026-04-28T11:21:34.553106Z,"6048 Hill Junctions Apt. 058, Lake Chelsea, DC 79349","3702 Burch Cliff, New Rhondaside, TN 10035",,e17395d5-8e1c-485c-a2f5-7d88c5146cee,211.37.160.38,ORD_002,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ps-AF) AppleWebKit/531.3.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.3.6",2-3 days,False
ORD-02b5e22d-c9d2-4022-a69f-49a5bca4234e,CUST-55041b20-d74a-42e2-b127-0c0454430211,holtkatrina@example.com,2024-10-25,delivered,bank_transfer,1403.49,USD,mobile_android,2026-04-28T11:21:34.553301Z,"0142 Hall Point Suite 951, New Julie, KY 32911","77382 Erica Motorway Apt. 800, New Austintown, OK 55298",PROMO-5252,c6c25dc0-c22c-4995-a298-c36784428948,168.238.149.47,ORD_005,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),5-7 days,False
ORD-47d35d01-2ae1-4d70-ad92-349f071b274c,CUST-088c84b0-3a72-4ab6-80c7-d9eb8d72dfc2,rrowe@example.org,2025-06-29,delivered,gift_card,737.03,USD,mobile_ios,2026-04-28T11:21:34.553575Z,"057 Courtney Shoals, Jamesfort, AR 24304","1217 Best Fields, Myersborough, GU 05872",,32908b45-b6fc-4f87-a761-97e6245ea717,185.80.0.147,ORD_004,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0),3-5 days,False
ORD-3d9582b2-00f8-4111-b898-038258e96ad0,CUST-cd058ce3-2fd7-4304-9cbe-c02167022241,danielle77@example.org,2025-04-24,delivered,debit_card,468.98,USD,mobile_android,2026-04-28T11:21:34.553741Z,"378 Lauren Rapid Apt. 230, East Elizabethport, NY 56398","9649 Carter Forks, Matthewhaven, KS 10622",,05288a7c-d437-4668-b4b2-9bccfac0317f,139.136.0.132,ORD_004,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),5-7 days,False
ORD-1bf2375e-6857-42ad-8ddd-47c8473a1c97,CUST-cf9a362a-b6ee-4789-a3f5-f7e5f8bbadce,duncanbrandon@example.org,2025-07-07,delivered,gift_card,489.67,USD,mobile_ios,2026-04-28T11:21:34.553987Z,"7512 Phillips Street Suite 645, New Michael, VI 01993","54995 Welch Corner Suite 995, Lake Jeremy, MH 62677",PROMO-1431,a517a940-2d2a-4127-bf47-00311ec2c55e,153.48.191.23,ORD_003,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0),3-5 days,True
ORD-4614d862-1e3d-432b-a34a-337e6e0feeab,CUST-3a49adfe-f7f7-4337-be60-c0b30e4d8353,sean65@example.net,2024-08-12,delivered,debit_card,210.91,USD,web,2026-04-28T11:21:34.554270Z,"888 Ball Knoll, Dyermouth, IL 77832","951 Manning Keys, Matthewside, TN 11484",,58e9e7f7-981c-4d7b-844d-03be83e273a9,92.11.89.195,ORD_002,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),2-3 days,False
ORD-590a77a4-f676-402c-ad3e-1f3f9bb51a8e,CUST-416ce5e6-afd6-4001-bb32-2bc678ca9b0c,brian60@example.org,2026-03-12,delivered,gift_card,415.7,USD,web,2026-04-28T11:21:34.554530Z,"484 Martinez Springs, East Hollybury, AK 76056","5373 Jeffrey Stravenue Suite 480, Boltonchester, NE 13215",,d2ce1590-bb7b-4c8e-966d-22b2bc0a5d8a,11.54.237.66,ORD_003,Opera/9.34.(Windows 98; Win 9x 4.90; cmn-TW) Presto/2.9.161 Version/10.00,2-3 days,False
ORD-8dbd6544-329f-4eda-97c2-5ad249fef395,CUST-7c91dab1-00f5-4d03-8a96-f0a10365a81a,justingreen@example.com,2024-07-02,delivered,debit_card,1377.27,USD,mobile_android,2026-04-28T11:21:34.554796Z,"9335 Jackson Plaza Suite 342, Rodgerstown, AZ 05493","USNS Fox, FPO AA 58490",,a44496bc-23ac-4f34-bf6c-7171ce8d3cff,196.175.136.212,ORD_002,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0),3-5 days,False
ORD-7fecc96b-ee10-4729-95e5-4d56f09bb2a6,CUST-772a0392-8345-465c-b27a-0de7c820ca76,danielpeterson@example.com,2026-04-12,cancelled,gift_card,658.48,USD,pos,2026-04-28T11:21:34.555079Z,"631 Reed Walks Apt. 352, West Jamesfurt, WV 24144","57440 Lisa Causeway, Amyton, WV 34883",PROMO-6933,7748b772-93b6-443c-909e-3001e0efdf7a,108.30.175.175,ORD_003,Opera/9.36.(Windows NT 6.1; te-IN) Presto/2.9.169 Version/11.00,3-5 days,False
ORD-ebeb6199-55c5-4406-9d24-a658badc1790,CUST-b56ef8b7-2168-4606-97f7-febc5bd79736,fwalter@example.org,2024-05-23,delivered,bank_transfer,4662.86,USD,mobile_android,2026-04-28T11:21:34.555368Z,"339 Lauren Harbors Suite 590, East Andreborough, HI 11898","990 Bethany Lights, South Christopherbury, IA 88215",,76b0bb84-54c4-4f72-9e90-d23d3f7a66f7,88.85.227.244,ORD_005,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.811.0 Safari/534.0",1-2 days,False
ORD-cb937982-cb1d-4de0-bb23-487de0912dc9,CUST-07b116d7-4c0a-44c6-a76d-b77f683927ac,apierce@example.com,2024-11-17,pending,credit_card,1487.68,USD,mobile_ios,2026-04-28T11:21:34.555649Z,"23959 Daniel Spring Apt. 397, Sharonchester, VT 57140","516 John Plains, Annastad, ID 93047",,ee9b9b4b-d481-4f2b-8345-7ef665a18f95,32.173.163.171,ORD_001,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ht-HT) AppleWebKit/535.7.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.7.1",2-3 days,False
ORD-9b4c5c8d-4eb3-46a6-804c-9e0b6108d573,CUST-7a72c397-3a3c-420d-89e5-9f070ee0ac04,ghickman@example.net,2025-02-05,delivered,debit_card,1676.52,USD,mobile_android,2026-04-28T11:21:34.555923Z,"42689 Clark Wells Suite 047, Sosaside, MH 28008","Unit 4483 Box 3492, DPO AP 13056",,d13a1333-4344-4f73-8ddb-a0ffae891d78,107.104.112.21,ORD_002,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; tg-TJ) AppleWebKit/532.48.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.48.5",5-7 days,False
ORD-35ed608a-b8bf-4eec-848b-b9011996af64,CUST-296d69d2-6855-4551-a45b-986af349872c,aprildiaz@example.net,2025-07-01,delivered,gift_card,4803.83,USD,web,2026-04-28T11:21:34.556169Z,"1370 Hanson Key Apt. 785, Jamesfurt, IN 94844","0239 Martin Wall Suite 965, Brightchester, VI 76381",,63640d04-1f90-4a31-bc59-414c4f31a1e4,170.43.81.247,ORD_002,Opera/8.92.(X11; Linux x86_64; az-AZ) Presto/2.9.160 Version/11.00,2-3 days,False
ORD-55885566-a3a5-449a-b6ff-fe70268d0268,CUST-adb34c35-aea4-483b-8136-e9680955bf8b,raymatthew@example.org,2025-01-15,delivered,bank_transfer,791.67,USD,pos,2026-04-28T11:21:34.556376Z,"005 Heidi Tunnel, West Rebeccachester, FM 61148","087 Cunningham Brooks, North Jesus, NH 79704",,779a4a07-462a-4c73-95b8-25f646a43374,105.184.238.39,ORD_002,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.46.6 (KHTML, like Gecko) Version/4.1 Safari/533.46.6",2-3 days,False
ORD-c57acb8d-d4b1-4bbd-b9d5-eebae01fb34c,CUST-066933cf-d797-400a-a83a-1510a9b16ed4,curtisstevenson@example.net,2025-02-25,delivered,debit_card,220.43,USD,web,2026-04-28T11:21:34.556641Z,"425 Katherine Lodge, Melindafort, CA 30625","8726 Hannah Ramp Suite 257, Madisonmouth, CA 78630",PROMO-9151,ce247901-b7e1-44a9-9fb5-08c791a74921,34.99.170.205,ORD_001,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.801.0 Safari/531.0",1-2 days,False
ORD-a4d0bd19-e233-4636-92f5-069cd6290788,CUST-cec4691a-2e92-43f3-b582-b9dde17ac44b,zanderson@example.net,2025-01-28,delivered,gift_card,666.38,USD,mobile_android,2026-04-28T11:21:34.556889Z,"549 Kent Falls, North Carol, KS 89443","7476 John Trafficway Suite 392, Byrdshire, MA 15565",,c75e8de2-9a94-47a4-bb3b-4579fc720d54,55.208.21.64,ORD_002,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8 rv:6.0; tn-ZA) AppleWebKit/535.8.6 (KHTML, like Gecko) Version/5.0.2 Safari/535.8.6",3-5 days,False
ORD-887a6e4f-b9fc-40d9-8ce8-77269f6265e6,CUST-6b773d63-7910-49e8-9536-a09985e192c9,summersbridget@example.com,2025-02-25,confirmed,paypal,143.17,USD,mobile_android,2026-04-28T11:21:34.557169Z,"Unit 2992 Box 6759, DPO AA 61903","0212 Ross Road, Glennberg, LA 58024",PROMO-2182,e2cd43a1-8a43-405e-80ff-978380c21c10,115.205.140.118,ORD_002,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),3-5 days,False
ORD-6dd47e69-9ffa-4a1b-aa43-feea1459aa4e,CUST-d33a6e4b-1d4a-45b0-8f6c-46f31694bc08,diazandrea@example.org,2025-10-13,shipped,credit_card,2911.31,USD,mobile_ios,2026-04-28T11:21:34.557407Z,"4733 Ramos Crossroad Suite 460, Blackwellton, ND 06463","4698 Hill Rapid, Jamesside, DE 33324",,d30a2ed0-0e23-4672-9379-5379053e047d,79.35.17.192,ORD_001,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4511-02-17 11:04:27.402740 Firefox/3.8,2-3 days,False
ORD-46303d62-bf6d-4482-8129-8c5872b43285,CUST-dd3c486b-d103-4d75-a938-73204d6dc0fe,ricetravis@example.com,2025-08-13,shipped,gift_card,1445.36,USD,mobile_ios,2026-04-28T11:21:34.557721Z,"Unit 2457 Box 4944, DPO AP 37559","77059 Martin Place Apt. 209, Port Joshua, FM 99027",,f3212c6d-8f2c-49a2-9940-bd7fd1fffafa,155.155.163.73,ORD_002,Opera/8.19.(Windows 98; Win 9x 4.90; gd-GB) Presto/2.9.177 Version/11.00,1-2 days,False
ORD-181054aa-c7ef-4c58-9306-aba90f63f211,CUST-53ee4cae-4967-402e-8214-daa68654d623,xsnyder@example.org,2025-08-13,confirmed,gift_card,1124.99,USD,web,2026-04-28T11:21:34.557937Z,"48596 York Creek Suite 025, South David, WY 24032","1006 Krista Unions Apt. 473, Lindsayberg, WV 14852",,23169d21-b990-448e-977d-b64c6f002ec5,57.201.213.239,ORD_002,Opera/8.25.(Windows NT 6.2; bho-IN) Presto/2.9.169 Version/11.00,2-3 days,False
ORD-f2c0a5e1-5198-41d2-b021-07bbbe89e4eb,CUST-3b03d3e1-9e61-4724-ab96-14dea61d1a6a,navarrorebecca@example.net,2025-11-15,pending,gift_card,6812.94,USD,mobile_android,2026-04-28T11:21:34.558117Z,"952 Cook Station Apt. 984, East Christopher, FM 68163","2130 Carpenter Union, Katherineview, GU 09852",PROMO-4182,57a88e65-8f3f-474c-aa2b-e2a50bd917d5,124.106.41.181,ORD_001,Opera/9.34.(X11; Linux x86_64; ms-MY) Presto/2.9.163 Version/12.00,2-3 days,False
