customer_id,first_name,last_name,email,phone,city,state,zip_code,loyalty_tier,loyalty_points,joined_date,is_active,acquisition_channel,referral_code,marketing_opt_in,account_status_code,last_login_at
CUST-61e5c06b-9463-43c0-bff0-6fc22cbfda5d,Edward,Sanchez,shannon05@example.net,(820)840-2493x391,New Dylan,NH,65021,bronze,8089,2022-11-18,True,organic,,True,A001,2026-03-20T15:28:02.204433Z
CUST-ef53de0d-637b-47e4-94b5-15cfdf921133,Thomas,Brown,rioskristina@example.net,(359)258-4228x8880,Lake Jeanetteview,AK,19090,bronze,3219,2025-04-10,True,social,REF-9836,True,S002,2026-03-09T21:30:06.268415Z
CUST-733909e2-b3a8-4e67-b7c8-cc5abc8dec1a,William,Fields,ylambert@example.net,920-240-2190x91119,Howardfort,OR,82634,gold,5739,2026-03-22,True,organic,,True,A001,2026-02-06T18:19:08.149138Z
CUST-29d4a51d-423c-4dd4-9685-86538ca123ac,Heidi,Johnson,sherrynguyen@example.org,(304)855-5419x154,Brianchester,RI,81310,bronze,1930,2022-11-11,True,paid_search,,True,A001,2026-02-02T06:28:35.124323Z
CUST-3b387737-db19-4e6a-8f38-d6269fa58d1e,Kathryn,Smith,nicholslaura@example.org,633-250-0524x42946,Suttonside,OK,53299,platinum,2699,2022-04-04,True,organic,,True,A001,2026-02-17T00:42:33.355514Z
CUST-07e0b632-a89b-4aa4-96ad-c0e7e1ae45aa,Sharon,Thomas,hawkinsaustin@example.net,330.879.2574,Christianborough,ID,62578,silver,2849,2023-02-24,True,organic,REF-6192,False,A001,2026-03-26T20:49:47.546552Z
CUST-5a169fb2-47b3-415a-9d8c-4f5d044d3af7,Shannon,Meyer,andrea93@example.org,502-795-9453,Port Erinmouth,HI,62732,bronze,6667,2023-02-02,True,referral,,True,A001,2026-02-14T06:19:34.933029Z
CUST-4abb6eae-e00d-4186-8eeb-9237fb89182b,Debra,Vazquez,zrowe@example.org,001-996-779-0189x566,Stewartbury,WY,80709,silver,11765,2024-11-17,True,paid_search,,True,D003,2026-02-21T22:13:19.461406Z
CUST-e9ecc5d5-762d-448f-80d7-83f82b69248e,Randy,Cole,feliciaprice@example.org,001-741-748-3014x7923,Lake Brandon,IL,05468,silver,6632,2023-02-27,True,paid_search,,False,A001,2026-02-18T00:18:01.582408Z
CUST-82693db2-20f6-43d0-84df-1f6a4b2fbd78,Christopher,Tucker,christina18@example.com,+1-839-578-4381,West Casey,NH,64608,bronze,11629,2025-02-27,True,referral,,True,A001,2026-02-20T21:25:12.451503Z
CUST-3030251b-c599-4b0c-802c-f12f73cdf7e6,Matthew,Burton,arthur40@example.net,001-238-824-0835x596,South Jeffreyview,DE,34058,bronze,6732,2025-06-01,True,social,,True,S002,2026-03-24T00:02:31.553918Z
CUST-358657d8-0d1f-4b8b-9abd-61b818d17a0a,Meagan,Simpson,williamrivera@example.com,390.735.9267,Paulmouth,GA,19113,bronze,2531,2022-04-29,True,paid_search,,True,A001,2026-04-04T10:36:57.550648Z
CUST-8b09cd3a-12ac-4d2a-b437-9dd53c798be1,Amanda,Garrett,hcastaneda@example.net,8252417276,Crystalport,TX,55296,bronze,6886,2023-11-03,True,social,REF-3661,True,S002,2026-04-27T03:22:40.046912Z
CUST-1966d832-42d6-4c59-83a2-2704fa9f3551,Elizabeth,Hall,yhorn@example.org,854-420-8646,Port Mariafurt,HI,77094,bronze,9798,2023-01-24,True,organic,,True,A001,2026-04-23T19:57:06.624756Z
CUST-be49bad4-9301-4531-8779-abd09699331f,Gabriel,Roberts,kellyjohn@example.com,(771)506-3359,South Cynthiabury,DC,01100,bronze,2102,2024-10-30,True,paid_search,,True,A001,2026-04-17T11:49:11.630921Z
CUST-f79fdfc2-9444-4c88-ac6f-b5cf38cfbf36,Jennifer,Moody,phodge@example.org,001-385-283-1907x872,Port Jonathanshire,WV,91802,silver,431,2024-03-23,False,organic,,False,A001,2026-03-26T09:40:38.944077Z
CUST-4ddc97e5-ea50-465f-b27e-e485613cf3c2,Matthew,Collins,wilsonmeredith@example.com,001-368-919-1502x8473,Selenaport,FM,26100,gold,3643,2023-12-25,True,organic,,False,A001,2026-04-13T13:39:38.463710Z
CUST-dbea9e2c-c32a-42af-acb0-27de894b0b31,Wesley,Gray,mbrown@example.net,844-368-4479x566,Jayland,SC,00747,bronze,5941,2022-04-29,True,referral,REF-9306,True,A001,2026-03-14T23:08:58.176240Z
CUST-2d0b07a2-42d6-404c-bab6-1158981723c5,Andrea,Harris,vancecody@example.org,(616)946-8074,New Nicholas,MA,21097,silver,6790,2023-10-09,True,email_campaign,,True,A001,2026-03-08T05:19:17.244121Z
CUST-4e0a5f7a-1a3c-41ca-8310-be4ecf0b3678,Jason,Rodriguez,brianwatkins@example.com,(998)571-5251,North Amber,GU,51835,bronze,809,2022-08-26,True,email_campaign,,True,A001,2026-01-29T07:42:11.981242Z
CUST-1e21515c-5325-4f2d-abcc-dcfc27418693,Angela,Matthews,holtabigail@example.com,001-389-254-8883x515,Port Amanda,RI,64144,bronze,8070,2022-01-01,True,referral,REF-2741,True,A001,2026-03-15T21:45:57.227955Z
CUST-66691299-e778-48a3-a752-2b6ba9f59376,Arthur,Bridges,nicholsjennifer@example.org,324.445.1670x973,Mclaughlinbury,AZ,58347,silver,5742,2022-08-28,True,paid_search,,False,A001,2026-02-06T05:47:38.633895Z
CUST-12ec7c4d-cbb9-4648-8361-c1544976b266,William,Shaffer,patrick76@example.com,(927)429-6088,Jonesbury,NE,66476,bronze,5144,2026-02-07,True,social,,True,S002,2026-03-28T06:07:14.145414Z
CUST-1ecb6ede-e5bb-4472-8326-d593fd4878dd,Luke,Brown,valenzuelatoni@example.org,323-974-1516,Lake Amyborough,MI,51763,bronze,11088,2026-01-19,True,organic,,False,D003,2026-02-02T21:54:55.129994Z
CUST-db8af8e7-ab4a-491a-b3be-d57467c8bf9e,Erin,Williams,tsmith@example.com,314-767-0442x287,Blakefort,WA,03917,platinum,2873,2024-11-28,True,organic,,True,D003,2026-03-09T17:17:17.702397Z
CUST-20cfe1ab-513d-44f7-8e3c-66c86e119395,Jennifer,Miller,fieldsstephen@example.net,(461)504-0264x0300,New Valeriefurt,NV,64513,platinum,6105,2023-02-10,True,email_campaign,,True,S002,2026-02-01T03:53:54.387423Z
CUST-65bdfb5e-6511-4e3f-83a3-d0a67a9b73dd,Daniel,King,etaylor@example.com,(981)689-2684,North Rachelmouth,GU,80067,bronze,11562,2021-07-18,True,social,REF-3239,False,A001,2026-02-18T18:48:39.615695Z
CUST-40a1adb9-d91f-4adc-9585-9416e6da12e2,Ryan,Ruiz,ytorres@example.net,+1-556-831-6085x04981,Singhview,CA,95511,silver,5019,2024-01-01,True,organic,,True,A001,2026-03-16T22:55:03.103682Z
CUST-34b854a5-5461-4fda-ba60-7dd669d165e7,John,Travis,jjohnson@example.com,538-371-5163,Davishaven,RI,50185,platinum,10146,2022-05-23,True,email_campaign,,False,A001,2026-04-01T02:59:41.570802Z
CUST-9ec9b3cf-12a6-451c-ab37-6d8be25e8fe7,Melanie,Beard,donaldsteele@example.org,+1-934-364-4196x8587,Leeview,KS,81274,bronze,1194,2025-04-18,True,organic,REF-0797,True,A001,2026-04-23T07:52:05.864829Z
CUST-0a2e51d5-f1e6-476d-94a3-e628a2e2b827,Travis,Cowan,ihawkins@example.com,(592)712-7338x54658,North Amymouth,MS,41801,bronze,6342,2024-11-21,False,social,,False,A001,2026-02-14T03:04:03.733587Z
CUST-eeb635f3-bb03-4744-8c49-9ee269a32aaf,Dawn,Bennett,nicholas32@example.net,973-539-7505,Leonside,NH,20733,bronze,2452,2021-11-03,True,paid_search,,True,A001,2026-03-03T12:36:52.038562Z
CUST-2c050803-07ce-48b3-a0fe-18210629124c,Dawn,Ellis,amandajohnson@example.net,(470)900-1719x190,West Chelsea,OR,55961,gold,4437,2025-10-05,True,email_campaign,,True,A001,2026-03-18T10:55:39.979574Z
CUST-acc09c1f-418d-4320-a301-eade564f4a57,Brandy,Flowers,cwilson@example.com,(300)720-2126,Johnsonmouth,SC,42701,gold,10109,2022-10-15,True,referral,,True,A001,2026-03-21T10:50:55.992884Z
CUST-12cc968d-bf12-41cc-a2a9-4aae461d8b42,John,Blake,hickswilliam@example.net,796-465-7884x8266,Jesusbury,GA,60765,bronze,4213,2025-07-02,True,social,,True,D003,2026-04-03T15:19:48.905936Z
CUST-64698e60-e86e-4ed9-8c75-629d3bba0924,Monica,Stone,mark69@example.net,(360)724-6878x02108,West Lauraville,CT,41965,bronze,9213,2022-12-17,False,referral,,True,S002,2026-02-24T11:42:28.844540Z
CUST-1092d36d-1468-4936-9b59-0ed940314b46,Elizabeth,Mckay,daniellemaxwell@example.org,001-828-564-6929,Jonesfort,WY,17339,silver,3553,2023-12-19,True,email_campaign,,True,S002,2026-03-18T11:33:43.608848Z
CUST-53609367-ebc1-400d-8c0d-f5b4e2ab6f3d,Sarah,Colon,shaunmassey@example.net,629-995-4350,Campbellmouth,VA,16769,silver,9072,2024-08-04,True,referral,,True,S002,2026-03-29T18:29:40.200916Z
CUST-dfadabcf-0848-4b0a-9fc7-650521599b37,Krystal,Mejia,kjones@example.com,239.761.1990x1557,North Gregory,KS,84461,bronze,229,2022-06-13,True,organic,,False,D003,2026-02-15T04:17:54.217400Z
CUST-89945222-fa6d-487c-a6cb-4d33f7140edc,Kathleen,Maldonado,bauerseth@example.com,+1-647-720-8624x0726,Margaretchester,CO,71947,bronze,11573,2025-10-11,True,paid_search,,True,A001,2026-03-20T09:04:11.849207Z
CUST-23915eca-9369-4af7-9afb-e7e518b4813f,Carolyn,Hayes,jacquelinecrawford@example.com,(341)754-5708x0249,Shannonshire,CT,28660,silver,1892,2024-10-16,True,email_campaign,,True,A001,2026-02-19T16:31:42.618359Z
CUST-19ac4799-6109-4ad8-853d-623662a5e917,Joseph,Booth,catherinegarza@example.net,001-382-997-1995x5218,South Jennifer,WA,01162,bronze,8538,2022-12-20,True,social,,False,A001,2026-03-31T15:06:45.723480Z
CUST-1916d580-70c0-46a3-94eb-36799256017d,Richard,Thompson,adamraymond@example.net,001-250-985-6717x637,Lopezfort,WA,08687,bronze,976,2022-07-24,True,paid_search,REF-9414,True,A001,2026-03-23T04:58:31.726773Z
CUST-a23e09a8-e01e-41bf-8d6d-e667633e36ce,Anthony,Farmer,davisronald@example.net,217-207-4921x8602,Michaelfort,CT,24283,bronze,2079,2021-08-28,True,organic,,False,A001,2026-04-03T17:53:30.695326Z
CUST-307ac6f5-114e-4488-85cf-d13dfd32fea2,Jessica,Mata,thanson@example.net,636.353.4644x882,Port Morgan,OR,34573,bronze,7680,2023-09-22,True,paid_search,REF-0747,False,A001,2026-02-08T06:17:48.017296Z
CUST-dabf8e8a-0e6f-4085-986e-846a95778617,Randy,Herrera,gavin28@example.org,572-795-9132x45603,Vanessaland,AL,07547,gold,6455,2023-12-31,True,social,,True,A001,2026-02-26T15:44:56.304187Z
CUST-f5af20f7-6ddd-4456-9623-db3cf06659ef,Luis,Houston,wallacejames@example.org,281-941-1566x7659,East Aaronland,CO,16035,silver,9738,2023-04-08,True,social,,True,S002,2026-03-26T15:52:17.478975Z
CUST-294115d4-20bb-4f40-8835-2c385a7ddf66,Matthew,Olson,mwells@example.org,485.230.1634,Barnettmouth,NV,23455,silver,11765,2022-12-01,True,organic,,True,A001,2026-03-15T09:26:13.662020Z
CUST-8bdd3e04-13d2-487b-95ba-6d6502a2b7aa,Tammy,Williams,andersonjohnny@example.com,5895801654,East Kimberly,ID,71181,silver,534,2024-04-20,True,organic,REF-8550,True,S002,2026-02-28T17:00:05.365712Z
CUST-7b38c1bc-cea0-4bfb-9deb-fcddf82ed7eb,Krista,Williams,robertsondeborah@example.org,001-350-629-8001x8427,North Davidland,SC,95468,gold,3455,2025-07-02,False,paid_search,,True,S002,2026-03-20T07:07:16.405593Z
